Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.075,0.0,0.0,Dec,3.0,2.0,2.0,3.0,New_Visitor,0.0,No
4.0,115.3333333,0.0,0.0,64.0,1588.944444,0.003076923,0.009213675,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
1.0,58.4,0.0,0.0,18.0,1045.3,0.0,0.026315789,0.0,0.0,Sep,2.0,2.0,2.0,1.0,Returning_Visitor,0.0,No
9.0,281.75,2.0,144.5,116.0,7009.095995999999,0.0,0.011083788999999998,4.947766276,0.8,May,6.0,2.0,2.0,3.0,Returning_Visitor,0.0,No
9.0,266.7433333,4.0,1312.4,26.0,743.4766667,0.0,0.021969697000000003,9.284545518,0.0,Nov,2.0,7.0,1.0,2.0,,1.0,Yes
0.0,0.0,0.0,0.0,26.0,710.0,0.003846154,0.017521368,0.0,0.0,Aug,3.0,3.0,4.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,2.0,13.0,,0.1,0.0,0.0,May,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
4.0,76.0,0.0,0.0,186.0,5106.262991,0.003723404,0.023642242,0.0,0.0,Nov,2.0,2.0,3.0,2.0,Returning_Visitor,1.0,No
1.0,10.0,0.0,0.0,5.0,354.9,0.0,0.06,0.0,0.0,Sep,2.0,2.0,5.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.066666667,0.0,0.0,Dec,2.0,2.0,4.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,81.0,3197.755638,0.01,0.021511083,0.0,0.0,Nov,3.0,2.0,4.0,10.0,Returning_Visitor,1.0,No
2.0,48.5,0.0,0.0,5.0,396.1666667,0.0,0.008333333,0.0,0.0,Dec,3.0,2.0,5.0,10.0,Returning_Visitor,0.0,No
1.0,37.5,0.0,0.0,5.0,65.5,0.033333333,0.066666667,0.0,0.0,Nov,1.0,1.0,3.0,3.0,New_Visitor,0.0,No
13.0,448.0621212,2.0,504.5,171.0,5341.784253,0.009401851,0.016398799,12.09622118,0.0,Nov,3.0,2.0,1.0,,Returning_Visitor,0.0,Yes
0.0,0.0,0.0,0.0,3.0,62.0,0.1,0.125,0.0,0.8,May,3.0,2.0,1.0,13.0,Returning_Visitor,0.0,No
3.0,42.0,0.0,0.0,10.0,706.0,0.0,0.011111111000000002,0.0,0.0,May,2.0,2.0,8.0,1.0,Returning_Visitor,1.0,No
3.0,195.0,0.0,0.0,49.0,1179.014103,0.0,0.001923077,0.0,0.0,May,2.0,2.0,3.0,2.0,New_Visitor,0.0,No
1.0,12.0,0.0,0.0,4.0,63.4,0.0,0.04,0.0,0.0,Oct,1.0,8.0,6.0,20.0,New_Visitor,0.0,No
2.0,9.0,0.0,0.0,50.0,836.8,0.0,0.006339869000000001,0.0,0.0,Mar,2.0,2.0,3.0,2.0,Returning_Visitor,0.0,No
3.0,515.0,0.0,0.0,29.0,3229.169841,0.003225806,0.033064516,15.65808387,0.0,May,1.0,1.0,1.0,1.0,,0.0,Yes
2.0,15.66666667,0.0,0.0,30.0,1724.25,0.013793103,0.032413793,0.0,0.0,Mar,2.0,2.0,3.0,1.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,12.0,442.5,,0.008333333,0.0,0.0,Nov,2.0,2.0,1.0,2.0,New_Visitor,0.0,No
10.0,132.7222222,1.0,104.0,103.0,3608.346752,0.0,0.007905605,14.69960115,0.0,Nov,2.0,10.0,7.0,2.0,Returning_Visitor,0.0,No
2.0,23.0,0.0,0.0,22.0,335.6666667,0.0,0.011904762,0.0,0.0,May,2.0,2.0,1.0,2.0,New_Visitor,1.0,No
0.0,0.0,0.0,0.0,12.0,323.0,0.033333333,0.066666667,0.0,0.0,Mar,2.0,2.0,1.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,2.0,1368.0,26.0,650.8083333,0.0,0.014285714,0.0,0.0,Nov,1.0,1.0,1.0,2.0,,1.0,Yes
5.0,151.33333330000005,0.0,0.0,11.0,283.3333333,0.033333333,0.058333333,13.91046998,0.0,Nov,2.0,2.0,6.0,20.0,,0.0,Yes
1.0,12.0,2.0,39.5,23.0,488.75,0.0,0.015277778,0.0,0.0,Dec,2.0,2.0,1.0,1.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,6.0,95.0,0.028571429,0.028571429,86.33623272,0.0,Oct,1.0,1.0,4.0,2.0,New_Visitor,0.0,Yes
0.0,0.0,0.0,0.0,6.0,168.0,0.0,0.011111111000000002,0.0,0.0,Nov,1.0,1.0,1.0,2.0,New_Visitor,1.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,,6.0,2.0,3.0,5.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,11.0,304.0,0.0,0.018181818,0.0,0.0,May,2.0,2.0,3.0,4.0,Returning_Visitor,0.0,No
3.0,68.28571429,0.0,0.0,26.0,,0.014285714,0.039707071,13.24667166,0.0,Nov,3.0,2.0,4.0,10.0,Returning_Visitor,0.0,Yes
0.0,0.0,1.0,41.5,98.0,2400.037843,0.000183655,0.011646771,0.0,0.0,Nov,2.0,2.0,1.0,2.0,,0.0,Yes
0.0,0.0,0.0,0.0,3.0,15.0,0.066666667,0.133333333,0.0,0.4,May,2.0,2.0,4.0,1.0,Returning_Visitor,0.0,No
10.0,1559.75,1.0,7.0,41.0,1663.761905,0.004347826,0.015942029,13.63463318,0.0,Mar,1.0,1.0,1.0,2.0,,0.0,Yes
0.0,0.0,0.0,0.0,3.0,283.0,0.066666667,0.133333333,0.0,0.0,May,2.0,2.0,3.0,4.0,Returning_Visitor,0.0,No
6.0,647.3333332999998,6.0,191.5833333,175.0,10886.87692,0.0051108970000000005,0.018243793,16.64099403,0.0,Nov,2.0,2.0,1.0,2.0,,0.0,Yes
0.0,0.0,3.0,57.0,31.0,4547.166667,0.012903226,0.039247312,8.682741935,0.0,Mar,2.0,4.0,5.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,1.0,17.0,8.0,549.0,0.022222222000000003,0.044444444000000013,0.0,0.6,May,1.0,1.0,6.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,4.0,81.5,0.0,0.025,0.0,0.0,May,1.0,1.0,2.0,4.0,Returning_Visitor,1.0,No
4.0,206.6,0.0,0.0,6.0,282.8,0.025,0.025,0.0,0.0,Sep,3.0,2.0,3.0,5.0,Returning_Visitor,0.0,No
0.0,,1.0,3.0,39.0,1174.666667,0.01,0.040833333,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
3.0,14.0,0.0,0.0,3.0,18.0,0.0,0.04,0.0,0.0,Dec,2.0,4.0,3.0,8.0,Other,0.0,No
5.0,86.16666667,1.0,13.0,55.0,1546.503822,0.015577078,0.019159146,9.139760775,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,1.0,No
2.0,21.0,1.0,26.0,22.0,326.5833333,0.018181818,0.066666667,0.0,0.0,Mar,3.0,2.0,4.0,3.0,Returning_Visitor,0.0,No
1.0,20.0,0.0,0.0,21.0,442.0,0.008695652,0.020289855,42.28127491,0.0,Nov,2.0,2.0,1.0,13.0,Returning_Visitor,0.0,No
4.0,155.0,0.0,0.0,60.0,3086.398654,0.000287356,0.019676875,0.0,0.4,May,2.0,5.0,,1.0,Returning_Visitor,0.0,No
3.0,32.0,2.0,9.0,16.0,1760.6,0.0,0.033333333,0.0,0.0,Nov,2.0,2.0,3.0,2.0,,0.0,Yes
15.0,189.2142857,8.0,261.0,97.0,1871.788041,0.002252252,0.010302067,2.904177177,0.0,May,2.0,2.0,4.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,24.0,607.9666667,0.0,0.004166667,19.47465798,0.0,Nov,,1.0,1.0,2.0,,0.0,Yes
0.0,,0.0,0.0,11.0,292.7,0.036363636,0.090909091,0.0,0.0,June,1.0,1.0,4.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,10.0,80.5,0.083333333,0.092222222,0.0,0.0,Dec,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,3.0,321.0,31.0,916.625,0.006617647,0.034935897,0.0,0.0,Dec,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
1.0,39.5,0.0,0.0,52.0,3329.1,0.012231559,0.042469796,0.0,0.0,Nov,2.0,2.0,3.0,10.0,Returning_Visitor,0.0,No
2.0,18.6,0.0,0.0,85.0,2834.280117,0.004883721,0.013388945,37.42337649,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,1.0,No
4.0,132.0,1.0,23.0,24.0,1614.22619,0.0,0.014285714,0.0,,May,2.0,2.0,1.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,53.0,715.5,0.022641509,0.036298293,0.0,1.0,May,2.0,2.0,7.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,2.0,64.4,0.0,0.1,0.0,0.0,Aug,3.0,2.0,6.0,20.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,53.0,3575.0,0.0,0.003846154,119.8943327,0.0,Nov,2.0,5.0,6.0,2.0,,0.0,Yes
1.0,20.2,0.0,0.0,6.0,1561.2,0.028571429,0.05714285700000001,0.0,0.0,Nov,4.0,2.0,3.0,1.0,Returning_Visitor,1.0,No
3.0,335.0,0.0,0.0,6.0,1615.0,0.0,0.016666667,0.0,0.8,May,3.0,3.0,1.0,4.0,Returning_Visitor,0.0,No
2.0,115.0,0.0,0.0,5.0,36.0,0.0,0.033333333,0.0,0.0,Mar,1.0,1.0,3.0,11.0,Returning_Visitor,0.0,No
1.0,122.0,0.0,0.0,71.0,1096.8768220000004,0.0,0.0030141290000000004,0.0,0.0,Nov,3.0,2.0,1.0,6.0,Returning_Visitor,0.0,No
2.0,683.0,0.0,0.0,16.0,1215.766667,0.0,0.005882353000000001,30.57647059,0.0,May,2.0,2.0,1.0,4.0,,0.0,Yes
0.0,0.0,0.0,0.0,6.0,86.53333333,0.0,0.066666667,0.0,0.0,Oct,1.0,1.0,7.0,2.0,Returning_Visitor,1.0,No
5.0,156.2,0.0,0.0,22.0,742.0,0.0,0.007407406999999999,32.22252197,0.0,Sep,1.0,1.0,3.0,5.0,,1.0,Yes
4.0,56.63333333,7.0,309.7333333,58.0,1280.1498210000002,0.016923076999999998,0.035377102,0.0,0.0,Aug,2.0,2.0,6.0,1.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,10.0,203.0,0.0,0.026666667,0.0,0.0,Mar,3.0,2.0,2.0,3.0,Returning_Visitor,0.0,No
4.0,111.1666667,2.0,25.75,16.0,411.9375,0.00952381,0.00952381,0.0,0.0,Nov,3.0,2.0,8.0,2.0,New_Visitor,1.0,No
0.0,0.0,1.0,24.0,9.0,717.0,0.02,0.03,0.0,0.0,May,3.0,2.0,5.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,40.0,905.4856061,0.0135,0.03747619,0.0,0.0,Mar,3.0,2.0,2.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,12.0,544.0,0.0,0.016666667,0.0,0.0,Nov,2.0,2.0,2.0,1.0,Returning_Visitor,0.0,No
1.0,0.0,0.0,0.0,4.0,795.0,0.066666667,0.111111111,0.0,0.0,Nov,3.0,2.0,9.0,6.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,34.0,508.558547,0.014705882,0.027528909,0.0,0.0,Dec,2.0,2.0,3.0,10.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,125.0,7453.766667,0.001626016,0.013132473,0.0,0.0,Nov,2.0,2.0,3.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,7.0,236.0,0.05714285700000001,0.085714286,0.0,0.0,Mar,2.0,2.0,3.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,14.0,999.0,0.0,0.023076923,8.482951522999999,0.0,Dec,2.0,2.0,3.0,6.0,Returning_Visitor,0.0,Yes
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
2.0,161.0,0.0,0.0,28.0,1286.75,0.0,0.007692308,0.0,0.0,May,1.0,2.0,6.0,4.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,3.0,395.0,0.0,0.066666667,0.0,0.0,Feb,1.0,1.0,3.0,3.0,Returning_Visitor,0.0,No
7.0,146.0,2.0,37.0,28.0,2054.114286,0.0,0.011877551,5.789028571,0.0,May,1.0,1.0,9.0,3.0,Returning_Visitor,0.0,No
3.0,65.16666667,2.0,16.0,23.0,599.3333332999998,0.008333333,0.016666667,5.4945,0.0,May,1.0,8.0,2.0,11.0,,1.0,Yes
2.0,128.8,2.0,49.3,13.0,700.55,0.0,0.005882353000000001,0.0,0.0,Jul,2.0,2.0,6.0,2.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,23.0,1215.666667,0.0,0.004761905,0.0,0.0,Dec,2.0,2.0,5.0,2.0,New_Visitor,0.0,No
8.0,117.0238095,2.0,57.0,11.0,252.8928571,0.0,0.011078431,0.0,0.0,May,2.0,2.0,2.0,4.0,Returning_Visitor,0.0,No
3.0,36.2,0.0,0.0,2.0,4.0,0.0,0.04,27.79373861,0.0,Oct,2.0,2.0,6.0,2.0,New_Visitor,1.0,No
2.0,57.0,0.0,0.0,12.0,497.0,0.0,0.047619048,10.62514286,0.6,May,2.0,2.0,1.0,6.0,Returning_Visitor,0.0,No
7.0,150.375,0.0,0.0,7.0,219.5833333,0.0,0.018181818,0.0,0.0,Dec,1.0,1.0,1.0,2.0,Returning_Visitor,1.0,No
1.0,0.0,0.0,0.0,2.0,66.5,0.0,0.1,0.0,0.0,Dec,2.0,2.0,9.0,2.0,Returning_Visitor,1.0,No
8.0,400.65,0.0,0.0,27.0,952.2833333,0.0,0.00137931,0.0,0.0,Aug,1.0,8.0,1.0,6.0,,0.0,Yes
1.0,15.2,4.0,104.8,31.0,2725.708571,0.01047619,0.026482993,20.14579261,0.0,Nov,2.0,2.0,3.0,1.0,Returning_Visitor,0.0,Yes
2.0,24.0,0.0,0.0,11.0,959.0,0.0,0.030769231,0.0,0.0,May,4.0,5.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,11.0,919.0,0.0,0.027272727000000004,0.0,0.0,Mar,2.0,6.0,2.0,3.0,Returning_Visitor,0.0,No
5.0,52.46666667,1.0,34.8,6.0,106.3,0.0,0.02,0.0,0.0,Oct,2.0,2.0,3.0,2.0,New_Visitor,1.0,No
1.0,99.8,0.0,0.0,110.0,2056.48859,0.0,0.004892966,0.0,0.0,Jul,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,13.0,0.0,0.2,0.2,0.0,0.8,May,3.0,2.0,2.0,6.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,28.0,385.5,0.08735632199999999,0.106206897,0.0,0.8,May,3.0,2.0,5.0,3.0,Returning_Visitor,0.0,No
10.0,150.0,0.0,0.0,24.0,304.5230769,0.0,0.007993196999999999,0.0,0.0,May,1.0,1.0,3.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,12.0,261.0,0.033333333,0.083333333,0.0,0.0,Mar,2.0,2.0,7.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,6.0,97.33333333,0.0,0.041666667,0.0,0.0,Mar,1.0,2.0,1.0,2.0,Returning_Visitor,1.0,No
2.0,23.0,0.0,0.0,18.0,657.25,0.0,0.0125,0.0,0.0,Dec,2.0,2.0,9.0,2.0,New_Visitor,0.0,No
0.0,0.0,3.0,62.8,90.0,2167.9004760000007,0.002898551,0.013297101,0.0,0.0,Aug,1.0,1.0,3.0,4.0,Returning_Visitor,0.0,No
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,Feb,3.0,3.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,13.0,598.5,0.0,0.016666667,0.0,0.0,Nov,2.0,10.0,7.0,2.0,New_Visitor,0.0,No
4.0,160.2,2.0,21.2,43.0,1568.320833,0.009183673,0.02292517,28.05716135,0.0,,1.0,1.0,3.0,2.0,Returning_Visitor,0.0,No
1.0,40.0,0.0,0.0,27.0,1400.5,0.0,0.007142857,0.0,0.0,Mar,1.0,1.0,4.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.1,0.0,0.0,May,2.0,2.0,2.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,2.0,301.0,0.0,0.033333333,0.0,0.0,Nov,1.0,1.0,1.0,3.0,Returning_Visitor,0.0,No
5.0,98.35,0.0,0.0,279.0,9485.374568,0.0031138240000000003,0.018561894,0.651781814,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,15.0,221.0,0.0,0.035555556,0.0,0.0,May,2.0,4.0,1.0,1.0,Returning_Visitor,0.0,No
3.0,95.0,0.0,0.0,27.0,808.7,0.006896551999999999,0.010344828,0.0,0.0,Mar,3.0,2.0,7.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,4.0,166.9,0.0,0.0,0.0,0.0,Aug,3.0,2.0,4.0,4.0,New_Visitor,0.0,No
5.0,111.0,1.0,11.0,55.0,3494.06746,0.0,0.029188713,4.007065498,0.0,Nov,2.0,2.0,3.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,6.0,66.25,0.0,0.066666667,0.0,0.0,Nov,2.0,2.0,9.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,38.0,1593.583333,0.0,0.010526316,0.0,0.0,Nov,2.0,2.0,2.0,1.0,Returning_Visitor,0.0,No
4.0,108.53333329999998,0.0,0.0,23.0,411.4666667,0.051851852,0.07246913599999999,31.91414045,0.0,Sep,1.0,1.0,3.0,2.0,,0.0,Yes
0.0,0.0,0.0,0.0,4.0,33.0,0.1,0.15,0.0,0.6,May,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
,,,,,,,,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
10.0,316.1405025,7.0,321.6666667,287.0,12983.78771,0.0006688960000000001,0.006998399000000001,1.088158231,0.0,Mar,2.0,4.0,3.0,8.0,New_Visitor,0.0,No
11.0,216.2285714,6.0,704.75,304.0,11250.48672,0.006697236,0.018717242,1.37270775,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,Yes
0.0,0.0,0.0,0.0,6.0,815.0,0.05,0.044444444000000013,0.0,0.2,May,1.0,2.0,1.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,6.0,80.0,0.1,0.133333333,0.0,1.0,May,1.0,1.0,1.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,21.0,947.0,0.01,0.02,55.8486,0.0,May,2.0,2.0,1.0,5.0,,1.0,Yes
4.0,96.5,0.0,0.0,42.0,2172.333333,0.0,0.01124031,35.2339845,0.0,May,2.0,2.0,4.0,2.0,Returning_Visitor,0.0,No
2.0,124.0,0.0,0.0,2.0,112.8,0.0,0.025,0.0,0.0,Aug,2.0,2.0,1.0,1.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,3.0,119.0,0.0,0.066666667,0.0,0.0,Nov,1.0,1.0,2.0,10.0,Returning_Visitor,0.0,No
6.0,93.5,0.0,0.0,23.0,251.3333333,0.0,0.013768116,0.0,0.0,May,2.0,2.0,3.0,3.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,12.0,317.8333333,0.0,0.005555556,0.0,0.0,Feb,1.0,1.0,1.0,4.0,Returning_Visitor,1.0,No
3.0,165.25,0.0,0.0,49.0,1256.383333,0.025133333,0.046907359,0.0,0.0,Nov,3.0,2.0,1.0,13.0,Returning_Visitor,0.0,No
4.0,102.2,,0.0,3.0,72.0,0.0,0.016666667,0.0,0.0,Jul,2.0,2.0,6.0,5.0,New_Visitor,0.0,No
1.0,6.0,0.0,0.0,18.0,199.5,0.016666667,0.05,0.0,0.4,May,3.0,2.0,4.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,18.0,1110.866667,0.0,0.014814815,57.03508179,0.0,Aug,2.0,10.0,4.0,1.0,,0.0,Yes
0.0,0.0,0.0,0.0,4.0,140.0,0.05,0.1,0.0,0.0,Sep,3.0,2.0,1.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,9.0,953.8333332999997,0.0,0.027777778,0.0,0.0,May,2.0,4.0,4.0,1.0,Returning_Visitor,1.0,No
3.0,35.0,0.0,0.0,16.0,352.0,0.0,0.011764706000000002,0.0,0.0,Mar,2.0,2.0,2.0,1.0,Returning_Visitor,0.0,No
6.0,109.2,0.0,0.0,31.0,663.2777778,0.005882353000000001,0.007058824,0.0,0.0,Oct,1.0,1.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,7.0,111.6666667,0.0,0.014285714,0.0,0.0,Mar,2.0,4.0,1.0,2.0,Returning_Visitor,1.0,No
5.0,110.0,0.0,0.0,39.0,1584.044444,0.0,0.016744186,12.73144186,0.0,May,4.0,1.0,8.0,4.0,Returning_Visitor,0.0,No
6.0,245.4666667,0.0,0.0,57.0,1575.216667,0.006896551999999999,0.030172414,0.0,0.0,May,4.0,2.0,3.0,6.0,Returning_Visitor,0.0,No
10.0,215.244507,2.0,245.1714286,101.0,3558.576942,0.008636364,0.012040588,30.87227217,0.0,Sep,3.0,2.0,1.0,2.0,,1.0,Yes
0.0,0.0,0.0,0.0,7.0,48.0,0.114285714,0.157142857,0.0,0.4,May,1.0,1.0,6.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,13.0,129.5,0.061538462,0.092307692,0.0,0.0,Mar,1.0,8.0,1.0,1.0,Returning_Visitor,0.0,No
5.0,224.75,0.0,0.0,10.0,235.4166667,0.015384615,0.030769231,0.0,0.0,Dec,1.0,1.0,8.0,2.0,New_Visitor,0.0,No
2.0,59.83333333,0.0,0.0,70.0,2509.25,0.0,0.006428571,11.28411429,0.0,May,2.0,2.0,3.0,1.0,,0.0,Yes
4.0,229.25,0.0,0.0,8.0,372.25,0.022222222000000003,0.00952381,0.0,0.0,Dec,1.0,2.0,1.0,8.0,Returning_Visitor,0.0,No
5.0,74.25,2.0,84.0,37.0,1599.083333,0.0,0.006578947,0.0,0.0,Mar,2.0,2.0,4.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,43.0,907.5083333,0.0,0.002439024,0.0,0.0,Nov,1.0,1.0,1.0,2.0,New_Visitor,1.0,No
0.0,0.0,0.0,0.0,18.0,1473.333333,0.011111111000000002,0.044444444000000013,0.0,0.0,Mar,1.0,1.0,1.0,2.0,Returning_Visitor,0.0,No
4.0,117.8,0.0,0.0,12.0,267.8,0.025,0.04375,0.0,0.0,Sep,3.0,2.0,3.0,13.0,Returning_Visitor,0.0,No
5.0,118.9,4.0,380.7,4.0,188.4,0.0,0.006666666999999999,0.0,0.0,Oct,4.0,2.0,1.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,6.0,415.0,0.0,0.033333333,0.0,0.4,Feb,1.0,1.0,3.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,22.0,876.25,0.0,0.004761905,0.0,0.0,Dec,2.0,2.0,2.0,10.0,Returning_Visitor,0.0,No
1.0,0.0,0.0,0.0,4.0,31.0,0.0,0.05,0.0,0.0,Mar,2.0,2.0,,10.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,,1192.317857,0.006410256,0.033012821,0.0,0.0,May,2.0,6.0,1.0,3.0,Returning_Visitor,0.0,No
6.0,446.2380952,3.0,94.0,23.0,866.7071429,0.007142857,0.020522573,6.7869589370000005,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,1.0,No
4.0,50.5,3.0,54.0,41.0,1490.552778,0.0,0.006589146999999999,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,1.0,117.0,8.0,404.0,0.025,0.0375,0.0,0.0,Dec,2.0,2.0,8.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,1.0,22.0,81.0,2253.799603,0.011463415,0.015875181999999998,0.0,0.0,Nov,3.0,2.0,1.0,2.0,,1.0,Yes
0.0,0.0,0.0,0.0,4.0,1111.0,0.0,0.05,0.0,0.0,Mar,4.0,5.0,1.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,6.0,97.83333333,0.033333333,0.075,0.0,0.0,Dec,3.0,2.0,3.0,1.0,Returning_Visitor,1.0,No
1.0,45.0,0.0,0.0,22.0,2905.5,0.01,0.04,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,8.0,856.4166667000003,0.0,0.028571429,44.56114286,0.6,May,2.0,4.0,9.0,5.0,Returning_Visitor,0.0,Yes
10.0,720.5,2.0,88.725,220.0,10580.34479,0.004767742,0.022140924,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3.0,2.0,3.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,32.0,2632.7,0.00625,0.013541667,0.0,0.0,Nov,1.0,1.0,1.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,25.0,1344.291667,0.0,0.008695652,0.0,0.0,Nov,2.0,4.0,1.0,8.0,Returning_Visitor,0.0,No
5.0,106.0,0.0,0.0,111.0,8684.983333,0.002678571,0.019613095,3.696136038,0.0,Dec,2.0,2.0,3.0,1.0,Returning_Visitor,0.0,No
0.0,,0.0,0.0,69.0,653.2777778,0.014705882,0.053431373,0.0,0.6,May,2.0,4.0,7.0,4.0,Returning_Visitor,0.0,No
2.0,25.0,0.0,0.0,20.0,667.9166667000002,0.0,0.00952381,18.5847619,0.0,Mar,4.0,1.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,7.0,971.0,0.028571429,0.071428571,0.0,0.0,Mar,2.0,2.0,2.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,5.0,109.5,0.08,0.093333333,0.0,0.4,May,3.0,2.0,1.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,48.0,4293.833333,0.008333333,0.034166667000000005,0.0,0.0,Nov,2.0,1.0,1.0,2.0,New_Visitor,1.0,No
2.0,22.0,0.0,0.0,22.0,512.05,0.04375,0.075277778,0.0,0.6,May,1.0,1.0,3.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
1.0,25.0,0.0,0.0,28.0,2258.833333,0.007142857,0.046428571,0.0,0.0,Mar,2.0,2.0,3.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,35.0,2352.166667,0.0,0.006060606,0.0,0.0,Nov,2.0,2.0,6.0,2.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,9.0,0.0,0.12,0.16,0.0,0.6,May,2.0,2.0,1.0,13.0,Returning_Visitor,0.0,No
